User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR00015,SES00015,Checkout,10/13/2025 23:06,Desktop,East,Email,Sports,0,No
USR00015,SES00015,Purchase,10/13/2025 23:10,Mobile,East,Social Media,Electronics,313.31,No
USR00016,SES00016,Browse,10/26/2025 17:56,Mobile,East,Organic,Electronics,0,Yes
USR00016,SES00016,Add to Cart,10/26/2025 17:58,Desktop,South,Google Ads,Fashion,0,Yes
USR00016,SES00016,Checkout,10/26/2025 18:03,Desktop,West,Google Ads,Sports,0,Yes
USR00017,SES00017,Browse,10/29/2025 3:56,Desktop,West,Google Ads,Sports,0,Yes
USR00018,SES00018,Browse,10/19/2025 23:13,Mobile,East,Organic,Sports,0,Yes
USR00019,SES00019,Browse,10/7/2025 1:32,Mobile,West,Google Ads,Home,0,Yes
USR00020,SES00020,Browse,10/27/2025 12:48,Desktop,West,Email,Electronics,0,Yes
USR00021,SES00021,Browse,10/8/2025 22:04,Desktop,South,Social Media,Fashion,0,Yes
USR00022,SES00022,Browse,10/12/2025 5:27,Mobile,East,Google Ads,Sports,0,Yes
USR00022,SES00022,Add to Cart,10/12/2025 5:32,Mobile,East,Google Ads,Sports,0,Yes
USR00022,SES00022,Checkout,10/12/2025 5:35,Tablet,West,Social Media,Electronics,0,Yes
USR00023,SES00023,Browse,10/28/2025 11:26,Tablet,West,Google Ads,Electronics,0,Yes
USR00023,SES00023,Add to Cart,10/28/2025 11:28,Tablet,South,Google Ads,Sports,0,Yes
USR00024,SES00024,Browse,10/8/2025 17:10,Mobile,South,Organic,Home,0,Yes
USR00024,SES00024,Add to Cart,10/8/2025 17:12,Tablet,East,Organic,Home,0,Yes
USR00024,SES00024,Checkout,10/8/2025 17:14,Tablet,North,Social Media,Electronics,0,Yes
USR00025,SES00025,Browse,10/11/2025 21:31,Tablet,North,Google Ads,Sports,0,Yes
USR00025,SES00025,Add to Cart,10/11/2025 21:36,Tablet,North,Social Media,Beauty,0,Yes
USR00025,SES00025,Checkout,10/11/2025 21:40,Tablet,North,Social Media,Fashion,0,Yes
USR00026,SES00026,Browse,10/28/2025 1:31,Mobile,West,Google Ads,Fashion,0,No
USR00026,SES00026,Add to Cart,10/28/2025 1:34,Tablet,North,Organic,Home,0,No
USR00026,SES00026,Checkout,10/28/2025 1:39,Desktop,East,Organic,Fashion,0,No
USR00026,SES00026,Purchase,10/28/2025 1:44,Desktop,South,Google Ads,Fashion,522.19,No
USR00027,SES00027,Browse,10/3/2025 10:08,Mobile,South,Social Media,Beauty,0,Yes
USR00028,SES00028,Browse,10/11/2025 6:44,Tablet,North,Google Ads,Home,0,Yes
USR00028,SES00028,Add to Cart,10/11/2025 6:48,Mobile,North,Email,Fashion,0,Yes
USR00029,SES00029,Browse,10/11/2025 0:33,Tablet,North,Google Ads,Beauty,0,Yes
USR00030,SES00030,Browse,10/9/2025 4:13,Tablet,South,Organic,Fashion,0,Yes
USR00030,SES00030,Add to Cart,10/9/2025 4:18,Desktop,West,Organic,Home,0,Yes
USR00031,SES00031,Browse,10/31/2025 6:41,Tablet,East,Email,Fashion,0,No
USR00031,SES00031,Add to Cart,10/31/2025 6:43,Mobile,South,Social Media,Fashion,0,No
USR00031,SES00031,Checkout,10/31/2025 6:48,Mobile,North,Social Media,Home,0,No
USR00031,SES00031,Purchase,10/31/2025 6:53,Desktop,West,Google Ads,Electronics,952.45,No
USR00032,SES00032,Browse,10/3/2025 9:29,Mobile,North,Organic,Sports,0,Yes
USR00032,SES00032,Add to Cart,10/3/2025 9:32,Tablet,North,Organic,Electronics,0,Yes
USR00033,SES00033,Browse,10/23/2025 3:47,Tablet,West,Email,Beauty,0,No
USR00033,SES00033,Add to Cart,10/23/2025 3:52,Tablet,East,Email,Electronics,0,No
USR00033,SES00033,Checkout,10/23/2025 3:54,Tablet,South,Google Ads,Beauty,0,No
USR00033,SES00033,Purchase,10/23/2025 3:57,Tablet,South,Social Media,Fashion,1266.22,No
USR00034,SES00034,Browse,10/23/2025 3:01,Desktop,North,Google Ads,Sports,0,Yes
USR00034,SES00034,Add to Cart,10/23/2025 3:06,Mobile,South,Google Ads,Electronics,0,Yes
USR00034,SES00034,Checkout,10/23/2025 3:10,Mobile,South,Organic,Fashion,0,Yes
USR00035,SES00035,Browse,10/24/2025 17:17,Desktop,East,Social Media,Electronics,0,Yes
USR00035,SES00035,Add to Cart,10/24/2025 17:20,Desktop,South,Organic,Fashion,0,Yes
USR00035,SES00035,Checkout,10/24/2025 17:23,Tablet,East,Social Media,Beauty,0,Yes
USR00036,SES00036,Browse,10/23/2025 23:31,Tablet,South,Organic,Fashion,0,Yes
USR00036,SES00036,Add to Cart,10/23/2025 23:35,Tablet,South,Organic,Electronics,0,Yes
USR00037,SES00037,Browse,10/4/2025 18:02,Mobile,West,Google Ads,Home,0,Yes
USR00038,SES00038,Browse,10/5/2025 5:36,Tablet,North,Google Ads,Beauty,0,Yes
USR00038,SES00038,Add to Cart,10/5/2025 5:40,Tablet,South,Email,Fashion,0,Yes
USR00039,SES00039,Browse,10/24/2025 12:49,Desktop,East,Email,Sports,0,Yes
USR00039,SES00039,Add to Cart,10/24/2025 12:54,Mobile,South,Organic,Electronics,0,Yes
USR00039,SES00039,Checkout,10/24/2025 12:58,Desktop,East,Social Media,Electronics,0,Yes
USR00040,SES00040,Browse,10/13/2025 6:39,Desktop,South,Organic,Electronics,0,Yes
USR00041,SES00041,Browse,10/22/2025 17:52,Desktop,North,Organic,Beauty,0,Yes
USR00041,SES00041,Add to Cart,10/22/2025 17:54,Desktop,South,Email,Home,0,Yes
USR00041,SES00041,Checkout,10/22/2025 17:56,Mobile,South,Email,Fashion,0,Yes
USR00042,SES00042,Browse,10/2/2025 2:00,Tablet,North,Social Media,Fashion,0,Yes
USR00043,SES00043,Browse,10/17/2025 21:54,Tablet,East,Email,Fashion,0,Yes
USR00043,SES00043,Add to Cart,10/17/2025 21:57,Mobile,West,Email,Home,0,Yes
USR00044,SES00044,Browse,10/26/2025 13:37,Tablet,East,Google Ads,Beauty,0,Yes
USR00044,SES00044,Add to Cart,10/26/2025 13:42,Tablet,West,Email,Beauty,0,Yes
USR00045,SES00045,Browse,10/11/2025 2:37,Tablet,North,Email,Beauty,0,Yes
USR00046,SES00046,Browse,10/3/2025 15:34,Tablet,East,Email,Electronics,0,Yes
USR00046,SES00046,Add to Cart,10/3/2025 15:38,Mobile,South,Google Ads,Sports,0,Yes
USR00047,SES00047,Browse,10/3/2025 1:06,Mobile,East,Organic,Electronics,0,Yes
USR00048,SES00048,Browse,10/16/2025 18:22,Tablet,South,Email,Electronics,0,Yes
USR00048,SES00048,Add to Cart,10/16/2025 18:27,Tablet,West,Google Ads,Sports,0,Yes
USR00048,SES00048,Checkout,10/16/2025 18:32,Mobile,North,Google Ads,Fashion,0,Yes
USR00049,SES00049,Browse,10/31/2025 8:49,Tablet,East,Email,Electronics,0,Yes
USR00049,SES00049,Add to Cart,10/31/2025 8:51,Tablet,West,Social Media,Home,0,Yes
USR00050,SES00050,Browse,10/14/2025 11:45,Tablet,South,Organic,Home,0,Yes
USR00050,SES00050,Add to Cart,10/14/2025 11:49,Mobile,East,Social Media,Sports,0,Yes
USR00050,SES00050,Checkout,10/14/2025 11:54,Mobile,North,Organic,Fashion,0,Yes
USR00051,SES00051,Browse,10/5/2025 1:07,Tablet,North,Google Ads,Home,0,Yes
USR00052,SES00052,Browse,10/15/2025 16:03,Mobile,East,Social Media,Home,0,Yes
USR00053,SES00053,Browse,10/16/2025 6:56,Mobile,East,Google Ads,Electronics,0,Yes
USR00053,SES00053,Add to Cart,10/16/2025 6:59,Mobile,North,Email,Fashion,0,Yes
USR00053,SES00053,Checkout,10/16/2025 7:01,Tablet,West,Social Media,Electronics,0,Yes
USR00054,SES00054,Browse,10/9/2025 7:40,Desktop,West,Google Ads,Home,0,Yes
USR00054,SES00054,Add to Cart,10/9/2025 7:45,Tablet,South,Organic,Home,0,Yes
USR00055,SES00055,Browse,10/6/2025 7:54,Tablet,West,Google Ads,Electronics,0,Yes
USR00055,SES00055,Add to Cart,10/6/2025 7:59,Desktop,North,Google Ads,Home,0,Yes
USR00056,SES00056,Browse,10/12/2025 3:30,Tablet,North,Email,Sports,0,Yes
USR00057,SES00057,Browse,10/11/2025 13:12,Tablet,South,Social Media,Beauty,0,Yes
USR00058,SES00058,Browse,10/18/2025 16:04,Mobile,South,Organic,Beauty,0,Yes
USR00058,SES00058,Add to Cart,10/18/2025 16:08,Tablet,East,Google Ads,Home,0,Yes
USR00058,SES00058,Checkout,10/18/2025 16:11,Tablet,South,Organic,Electronics,0,Yes
USR00059,SES00059,Browse,10/17/2025 21:18,Mobile,South,Email,Fashion,0,Yes
USR00060,SES00060,Browse,10/5/2025 23:25,Tablet,West,Organic,Sports,0,No
USR00060,SES00060,Add to Cart,10/5/2025 23:28,Tablet,North,Google Ads,Fashion,0,No
USR00060,SES00060,Checkout,10/5/2025 23:32,Mobile,West,Organic,Sports,0,No
USR00060,SES00060,Purchase,10/5/2025 23:35,Tablet,North,Organic,Electronics,260.14,No
USR00061,SES00061,Browse,10/2/2025 19:18,Tablet,West,Social Media,Beauty,0,Yes
USR00061,SES00061,Add to Cart,10/2/2025 19:23,Desktop,East,Email,Beauty,0,Yes
USR00062,SES00062,Browse,10/28/2025 19:04,Desktop,South,Email,Sports,0,No
USR00062,SES00062,Add to Cart,10/28/2025 19:09,Mobile,West,Email,Fashion,0,No
USR00062,SES00062,Checkout,10/28/2025 19:12,Tablet,East,Email,Electronics,0,No
USR00062,SES00062,Purchase,10/28/2025 19:17,Tablet,South,Google Ads,Sports,1112.26,No
USR00063,SES00063,Browse,10/4/2025 6:45,Mobile,West,Google Ads,Electronics,0,Yes
USR00064,SES00064,Browse,10/3/2025 20:40,Tablet,West,Email,Sports,0,Yes
USR00064,SES00064,Add to Cart,10/3/2025 20:45,Mobile,West,Organic,Fashion,0,Yes
USR00065,SES00065,Browse,10/24/2025 18:03,Tablet,South,Email,Electronics,0,Yes
USR00066,SES00066,Browse,10/29/2025 4:45,Tablet,North,Email,Electronics,0,Yes
USR00066,SES00066,Add to Cart,10/29/2025 4:50,Desktop,West,Google Ads,Sports,0,Yes
USR00067,SES00067,Browse,10/11/2025 7:31,Mobile,West,Email,Beauty,0,Yes
USR00067,SES00067,Add to Cart,10/11/2025 7:35,Desktop,West,Email,Sports,0,Yes
USR00067,SES00067,Checkout,10/11/2025 7:37,Tablet,North,Google Ads,Electronics,0,Yes
USR00068,SES00068,Browse,10/14/2025 17:49,Tablet,South,Social Media,Sports,0,Yes
USR00069,SES00069,Browse,10/5/2025 1:15,Mobile,West,Email,Electronics,0,Yes
USR00069,SES00069,Add to Cart,10/5/2025 1:19,Desktop,East,Google Ads,Fashion,0,Yes
USR00069,SES00069,Checkout,10/5/2025 1:21,Desktop,North,Organic,Fashion,0,Yes
USR00070,SES00070,Browse,10/12/2025 2:20,Mobile,South,Organic,Electronics,0,Yes
USR00071,SES00071,Browse,10/16/2025 17:53,Tablet,South,Social Media,Sports,0,Yes
USR00071,SES00071,Add to Cart,10/16/2025 17:56,Mobile,South,Google Ads,Electronics,0,Yes
USR00072,SES00072,Browse,10/12/2025 22:47,Tablet,North,Email,Fashion,0,No
USR00072,SES00072,Add to Cart,10/12/2025 22:51,Desktop,East,Email,Sports,0,No
USR00072,SES00072,Checkout,10/12/2025 22:55,Desktop,West,Organic,Home,0,No
USR00072,SES00072,Purchase,10/12/2025 22:58,Desktop,East,Organic,Home,388.54,No
USR00073,SES00073,Browse,10/2/2025 2:53,Desktop,North,Organic,Home,0,Yes
USR00074,SES00074,Browse,10/31/2025 9:48,Desktop,South,Email,Home,0,Yes
USR00074,SES00074,Add to Cart,10/31/2025 9:51,Desktop,West,Email,Home,0,Yes
USR00074,SES00074,Checkout,10/31/2025 9:55,Tablet,East,Google Ads,Electronics,0,Yes
USR00075,SES00075,Browse,10/19/2025 15:37,Desktop,West,Google Ads,Beauty,0,Yes
USR00075,SES00075,Add to Cart,10/19/2025 15:42,Tablet,East,Organic,Fashion,0,Yes
USR00076,SES00076,Browse,10/26/2025 22:20,Mobile,West,Social Media,Home,0,Yes
USR00076,SES00076,Add to Cart,10/26/2025 22:24,Mobile,East,Social Media,Fashion,0,Yes
USR00076,SES00076,Checkout,10/26/2025 22:26,Desktop,West,Email,Electronics,0,Yes
USR00077,SES00077,Browse,10/7/2025 10:52,Mobile,North,Organic,Fashion,0,Yes
USR00077,SES00077,Add to Cart,10/7/2025 10:56,Tablet,East,Email,Electronics,0,Yes
USR00078,SES00078,Browse,10/20/2025 3:35,Mobile,North,Social Media,Home,0,Yes
USR00078,SES00078,Add to Cart,10/20/2025 3:38,Desktop,East,Email,Beauty,0,Yes
USR00079,SES00079,Browse,10/17/2025 5:29,Mobile,South,Google Ads,Fashion,0,Yes
USR00080,SES00080,Browse,10/17/2025 8:52,Mobile,North,Organic,Sports,0,Yes
USR00080,SES00080,Add to Cart,10/17/2025 8:54,Mobile,South,Email,Beauty,0,Yes
USR00081,SES00081,Browse,10/22/2025 10:06,Tablet,East,Social Media,Fashion,0,Yes
USR00081,SES00081,Add to Cart,10/22/2025 10:08,Mobile,West,Organic,Sports,0,Yes
USR00081,SES00081,Checkout,10/22/2025 10:13,Tablet,West,Google Ads,Fashion,0,Yes
USR00082,SES00082,Browse,10/6/2025 14:39,Mobile,West,Organic,Fashion,0,Yes
USR00082,SES00082,Add to Cart,10/6/2025 14:41,Tablet,South,Google Ads,Electronics,0,Yes
USR00083,SES00083,Browse,10/16/2025 23:48,Mobile,East,Social Media,Electronics,0,Yes
USR00083,SES00083,Add to Cart,10/16/2025 23:53,Tablet,North,Email,Sports,0,Yes
USR00083,SES00083,Checkout,10/16/2025 23:58,Desktop,West,Organic,Beauty,0,Yes
USR00084,SES00084,Browse,10/9/2025 8:54,Desktop,North,Social Media,Fashion,0,Yes
USR00084,SES00084,Add to Cart,10/9/2025 8:58,Mobile,West,Email,Beauty,0,Yes
USR00084,SES00084,Checkout,10/9/2025 9:02,Mobile,North,Email,Fashion,0,Yes
USR00085,SES00085,Browse,10/12/2025 15:26,Tablet,South,Organic,Electronics,0,Yes
USR00085,SES00085,Add to Cart,10/12/2025 15:30,Mobile,North,Organic,Sports,0,Yes
USR00085,SES00085,Checkout,10/12/2025 15:32,Mobile,West,Organic,Electronics,0,Yes
USR00086,SES00086,Browse,10/29/2025 9:16,Mobile,West,Organic,Fashion,0,Yes
USR00087,SES00087,Browse,10/29/2025 14:58,Mobile,South,Google Ads,Fashion,0,Yes
USR00087,SES00087,Add to Cart,10/29/2025 15:00,Desktop,East,Organic,Beauty,0,Yes
USR00087,SES00087,Checkout,10/29/2025 15:04,Tablet,North,Google Ads,Home,0,Yes
USR00088,SES00088,Browse,10/30/2025 5:12,Desktop,East,Organic,Fashion,0,Yes
USR00088,SES00088,Add to Cart,10/30/2025 5:15,Tablet,West,Social Media,Electronics,0,Yes
USR00089,SES00089,Browse,10/16/2025 11:10,Mobile,East,Google Ads,Home,0,Yes
USR00089,SES00089,Add to Cart,10/16/2025 11:13,Tablet,North,Google Ads,Beauty,0,Yes
USR00090,SES00090,Browse,10/28/2025 6:54,Tablet,North,Email,Fashion,0,Yes
USR00090,SES00090,Add to Cart,10/28/2025 6:56,Mobile,South,Social Media,Home,0,Yes
USR00090,SES00090,Checkout,10/28/2025 7:01,Mobile,West,Email,Fashion,0,Yes
USR00091,SES00091,Browse,10/12/2025 15:30,Desktop,East,Email,Home,0,Yes
USR00091,SES00091,Add to Cart,10/12/2025 15:32,Tablet,East,Google Ads,Home,0,Yes
USR00092,SES00092,Browse,10/15/2025 2:28,Desktop,South,Google Ads,Home,0,Yes
USR00092,SES00092,Add to Cart,10/15/2025 2:32,Desktop,East,Social Media,Home,0,Yes
USR00093,SES00093,Browse,10/11/2025 16:37,Tablet,South,Social Media,Home,0,Yes
USR00094,SES00094,Browse,10/13/2025 1:06,Mobile,East,Google Ads,Electronics,0,Yes
USR00094,SES00094,Add to Cart,10/13/2025 1:10,Mobile,West,Social Media,Home,0,Yes
USR00095,SES00095,Browse,10/8/2025 17:05,Mobile,East,Google Ads,Beauty,0,Yes
USR00095,SES00095,Add to Cart,10/8/2025 17:09,Tablet,South,Social Media,Beauty,0,Yes
USR00095,SES00095,Checkout,10/8/2025 17:11,Tablet,East,Google Ads,Electronics,0,Yes
USR00096,SES00096,Browse,10/20/2025 16:29,Tablet,South,Organic,Fashion,0,Yes
USR00096,SES00096,Add to Cart,10/20/2025 16:32,Tablet,South,Social Media,Fashion,0,Yes
USR00097,SES00097,Browse,10/26/2025 16:37,Desktop,North,Email,Electronics,0,Yes
USR00097,SES00097,Add to Cart,10/26/2025 16:39,Desktop,West,Email,Sports,0,Yes
USR00098,SES00098,Browse,10/24/2025 21:26,Tablet,East,Google Ads,Electronics,0,Yes
USR00099,SES00099,Browse,10/23/2025 0:07,Desktop,East,Email,Home,0,Yes
USR00100,SES00100,Browse,10/31/2025 13:55,Tablet,North,Organic,Home,0,Yes
USR00100,SES00100,Add to Cart,10/31/2025 13:58,Mobile,East,Email,Beauty,0,Yes
USR00101,SES00101,Browse,10/16/2025 4:11,Mobile,North,Organic,Home,0,Yes
USR00101,SES00101,Add to Cart,10/16/2025 4:14,Mobile,South,Organic,Home,0,Yes
USR00101,SES00101,Checkout,10/16/2025 4:19,Mobile,North,Email,Home,0,Yes
USR00102,SES00102,Browse,10/7/2025 15:29,Desktop,North,Email,Fashion,0,Yes
USR00102,SES00102,Add to Cart,10/7/2025 15:31,Tablet,North,Social Media,Electronics,0,Yes
USR00103,SES00103,Browse,10/20/2025 12:40,Desktop,East,Organic,Home,0,Yes
USR00103,SES00103,Add to Cart,10/20/2025 12:43,Desktop,West,Social Media,Home,0,Yes
USR00104,SES00104,Browse,10/28/2025 10:12,Desktop,East,Email,Home,0,Yes
USR00105,SES00105,Browse,10/6/2025 20:45,Tablet,East,Organic,Beauty,0,Yes
USR00106,SES00106,Browse,10/3/2025 8:03,Desktop,North,Google Ads,Sports,0,Yes
USR00106,SES00106,Add to Cart,10/3/2025 8:07,Desktop,West,Organic,Sports,0,Yes
USR00107,SES00107,Browse,10/18/2025 10:14,Desktop,East,Organic,Home,0,No
USR00107,SES00107,Add to Cart,10/18/2025 10:16,Desktop,South,Google Ads,Fashion,0,No
USR00107,SES00107,Checkout,10/18/2025 10:20,Mobile,East,Social Media,Home,0,No
USR00107,SES00107,Purchase,10/18/2025 10:24,Mobile,West,Google Ads,Home,203.44,No
USR00108,SES00108,Browse,10/7/2025 12:11,Desktop,West,Social Media,Beauty,0,Yes
USR00109,SES00109,Browse,10/26/2025 15:45,Mobile,East,Email,Beauty,0,Yes
USR00110,SES00110,Browse,10/3/2025 10:42,Mobile,North,Email,Fashion,0,Yes
USR00110,SES00110,Add to Cart,10/3/2025 10:46,Desktop,North,Email,Beauty,0,Yes
USR00111,SES00111,Browse,10/22/2025 20:27,Tablet,South,Organic,Electronics,0,Yes
USR00112,SES00112,Browse,10/10/2025 0:24,Mobile,East,Email,Fashion,0,Yes
USR00112,SES00112,Add to Cart,10/10/2025 0:27,Tablet,East,Social Media,Home,0,Yes
USR00112,SES00112,Checkout,10/10/2025 0:30,Desktop,West,Social Media,Home,0,Yes
USR00113,SES00113,Browse,10/30/2025 6:54,Desktop,South,Organic,Fashion,0,Yes
USR00113,SES00113,Add to Cart,10/30/2025 6:56,Mobile,North,Social Media,Beauty,0,Yes
USR00114,SES00114,Browse,10/2/2025 2:12,Mobile,North,Email,Fashion,0,Yes
USR00114,SES00114,Add to Cart,10/2/2025 2:15,Desktop,East,Email,Sports,0,Yes
USR00114,SES00114,Checkout,10/2/2025 2:18,Mobile,West,Email,Fashion,0,Yes
USR00115,SES00115,Browse,10/9/2025 17:56,Tablet,South,Social Media,Beauty,0,Yes
USR00115,SES00115,Add to Cart,10/9/2025 18:00,Desktop,East,Google Ads,Sports,0,Yes
USR00116,SES00116,Browse,10/3/2025 23:26,Mobile,North,Google Ads,Electronics,0,Yes
USR00116,SES00116,Add to Cart,10/3/2025 23:29,Mobile,North,Organic,Fashion,0,Yes
USR00117,SES00117,Browse,10/13/2025 10:15,Tablet,East,Google Ads,Beauty,0,Yes
USR00118,SES00118,Browse,10/21/2025 1:41,Tablet,South,Email,Beauty,0,Yes
USR00118,SES00118,Add to Cart,10/21/2025 1:46,Desktop,North,Email,Sports,0,Yes
USR00119,SES00119,Browse,10/24/2025 13:33,Tablet,East,Email,Home,0,Yes
USR00120,SES00120,Browse,10/18/2025 10:47,Tablet,West,Google Ads,Beauty,0,Yes
USR00121,SES00121,Browse,10/28/2025 21:46,Tablet,West,Organic,Beauty,0,Yes
USR00121,SES00121,Add to Cart,10/28/2025 21:48,Desktop,North,Google Ads,Beauty,0,Yes
USR00122,SES00122,Browse,10/5/2025 4:21,Mobile,North,Email,Fashion,0,Yes
USR00122,SES00122,Add to Cart,10/5/2025 4:24,Tablet,East,Social Media,Home,0,Yes
USR00122,SES00122,Checkout,10/5/2025 4:28,Tablet,East,Email,Fashion,0,Yes
USR00123,SES00123,Browse,10/29/2025 15:50,Desktop,South,Organic,Sports,0,Yes
USR00123,SES00123,Add to Cart,10/29/2025 15:53,Mobile,South,Google Ads,Electronics,0,Yes
USR00123,SES00123,Checkout,10/29/2025 15:58,Mobile,West,Email,Sports,0,Yes
USR00124,SES00124,Browse,10/24/2025 12:15,Mobile,South,Organic,Electronics,0,Yes
USR00125,SES00125,Browse,10/22/2025 2:41,Mobile,South,Email,Electronics,0,Yes
USR00125,SES00125,Add to Cart,10/22/2025 2:46,Mobile,East,Google Ads,Sports,0,Yes
USR00126,SES00126,Browse,10/6/2025 13:51,Desktop,North,Email,Electronics,0,Yes
USR00126,SES00126,Add to Cart,10/6/2025 13:55,Desktop,West,Organic,Sports,0,Yes
USR00127,SES00127,Browse,10/12/2025 1:14,Desktop,West,Email,Home,0,No
USR00127,SES00127,Add to Cart,10/12/2025 1:18,Mobile,East,Google Ads,Electronics,0,No
USR00127,SES00127,Checkout,10/12/2025 1:21,Mobile,East,Email,Electronics,0,No
USR00127,SES00127,Purchase,10/12/2025 1:24,Mobile,North,Google Ads,Fashion,827.12,No
USR00128,SES00128,Browse,10/25/2025 0:41,Tablet,North,Organic,Electronics,0,No
USR00128,SES00128,Add to Cart,10/25/2025 0:44,Desktop,North,Google Ads,Beauty,0,No
USR00128,SES00128,Checkout,10/25/2025 0:47,Mobile,West,Email,Home,0,No
USR00128,SES00128,Purchase,10/25/2025 0:51,Tablet,East,Social Media,Beauty,994.77,No
USR00129,SES00129,Browse,10/7/2025 23:09,Desktop,West,Email,Fashion,0,No
USR00129,SES00129,Add to Cart,10/7/2025 23:11,Desktop,West,Organic,Home,0,No
USR00129,SES00129,Checkout,10/7/2025 23:16,Mobile,East,Social Media,Sports,0,No
USR00129,SES00129,Purchase,10/7/2025 23:19,Desktop,East,Organic,Fashion,1600.31,No
USR00130,SES00130,Browse,10/26/2025 10:09,Tablet,North,Email,Home,0,Yes
USR00130,SES00130,Add to Cart,10/26/2025 10:12,Mobile,South,Social Media,Home,0,Yes
USR00130,SES00130,Checkout,10/26/2025 10:15,Tablet,North,Google Ads,Fashion,0,Yes
USR00131,SES00131,Browse,10/2/2025 1:26,Tablet,West,Google Ads,Electronics,0,Yes
USR00131,SES00131,Add to Cart,10/2/2025 1:31,Tablet,West,Social Media,Beauty,0,Yes
USR00132,SES00132,Browse,10/30/2025 18:25,Desktop,North,Google Ads,Beauty,0,Yes
USR00132,SES00132,Add to Cart,10/30/2025 18:30,Mobile,West,Organic,Electronics,0,Yes
USR00132,SES00132,Checkout,10/30/2025 18:35,Mobile,West,Social Media,Electronics,0,Yes
USR00133,SES00133,Browse,10/6/2025 13:38,Tablet,East,Email,Electronics,0,Yes
USR00133,SES00133,Add to Cart,10/6/2025 13:41,Mobile,South,Google Ads,Beauty,0,Yes
USR00133,SES00133,Checkout,10/6/2025 13:43,Tablet,West,Social Media,Beauty,0,Yes
