User_ID,Session_ID,Stage,Timestamp,Device,Region,Channel,Revenue,Bounce_Flage,Bounce_Flag
105,6f85c232-0336-4f21-ac7e-dfff7e7e22ed,Visit,49:36.9,Desktop,South,Referral,0,Yes,
106,a4adeabd-7b16-4306-8dc4-78ec424b8eb9,Visit,45:11.1,Tablet,North,Paid,0,Yes,
107,8b17d632-bf6d-4a38-bfa5-d00720913ba5,Visit,43:09.7,Mobile,West,Organic,0,Yes,
108,57dab480-84db-45e4-b100-cd03b714c9ec,Visit,46:56.3,Mobile,North,Paid,0,Yes,
109,1049a08a-a9b9-433a-8934-d366ce43c8ce,View Product,46:32.2,Desktop,West,Referral,0,Yes,
110,08c33038-897f-4884-bf38-be7ded934056,Visit,42:09.1,Mobile,South,Referral,0,Yes,
111,28929ecd-715e-4152-bd5c-bd5c6435000f,Visit,08:39.7,Desktop,North,Referral,0,Yes,
112,74b2fcdf-2dcf-474c-a833-4d20a11dcfb4,Visit,42:55.9,Tablet,South,Paid,0,Yes,
113,b3bff978-8164-40f1-a3ec-2711d27d69f0,Visit,32:03.5,Mobile,North,Referral,0,Yes,
114,8d5e7040-b305-4ec5-9d48-1d370455adcc,Visit,20:32.4,Desktop,North,Referral,0,Yes,
115,26013a7b-4e67-4885-8465-9df95977d9d4,Visit,30:43.7,Tablet,North,Paid,0,Yes,
116,e1a9610b-9f4e-44e1-8dd9-8212a7f53e79,Visit,41:40.8,Desktop,South,Organic,0,Yes,
117,21f06f3c-8fe9-4c6d-a824-233e5c665c98,Visit,20:15.9,Mobile,East,Organic,0,Yes,
118,6e55a537-05be-4d53-b0af-bc02dc729cd7,Visit,54:47.7,Tablet,South,Paid,0,Yes,
119,22b18b1b-7c22-48ea-8801-b14b33d8ee05,Add to Cart,35:45.5,Tablet,West,Organic,0,Yes,
120,79e47842-a903-40ba-8bef-f0a8e49dca90,Visit,29:24.6,Desktop,West,Referral,0,Yes,
121,6c54b4de-ecad-4185-8f3e-80792d3f66a1,Visit,34:55.9,Tablet,East,Organic,0,Yes,
122,d8c01983-16e3-4e7b-bb5e-06d320f694e6,Visit,02:30.9,Desktop,West,Organic,0,Yes,
123,865d6c9a-3e60-4d1a-a744-6f54ee2acfa3,Visit,15:56.3,Tablet,North,Referral,0,Yes,
124,28317bfb-f773-456c-b90f-3e1b32815e27,Visit,53:22.8,Tablet,West,Paid,0,Yes,
125,9905477a-0925-463a-ad9b-b6602f26bf3a,View Product,52:31.1,Tablet,South,Paid,0,Yes,
126,b0a3c204-302f-4acb-b2cb-352e14e0d655,View Product,42:05.1,Tablet,West,Paid,0,Yes,
127,9a6ccfc1-893c-4a7a-9ac5-222267090812,Visit,51:14.4,Desktop,West,Paid,0,Yes,
128,a40052ed-e55e-450d-b7c0-da169691db95,Visit,06:21.6,Desktop,East,Referral,0,Yes,
129,c7525365-de6d-440e-a18b-b2fe6ffd63d4,Visit,38:18.1,Mobile,South,Paid,0,Yes,
130,e12ff6a8-80fc-4672-b15e-a31efe61f56a,View Product,58:06.1,Desktop,South,Referral,0,Yes,
131,ef1a2a1e-f0e2-4293-a859-9788f218b7eb,Visit,43:55.7,Desktop,East,Paid,0,Yes,
132,fd14515c-29bd-4ff2-a36d-63094c34b22f,Visit,42:46.2,Mobile,East,Organic,0,Yes,
133,2055f39c-1f23-4949-9377-d26794328324,Visit,24:33.2,Desktop,West,Referral,0,Yes,
134,eaec3814-965a-4fc0-b61e-11df09a97413,Visit,33:02.9,Tablet,North,Paid,0,Yes,
135,57bdae84-04f0-48a2-896d-618e5d6bbcc9,Visit,32:13.1,Desktop,East,Paid,0,Yes,
136,b3904614-4cba-438f-b007-3a5c5f17ef5c,Visit,14:14.3,Desktop,East,Organic,0,Yes,
137,abc90ba6-801e-4969-a244-cca87468b033,Visit,31:51.0,Desktop,North,Paid,0,Yes,
138,1d22e546-d88e-4ae8-aaa0-87d1ccf1f9bb,Visit,12:17.9,Mobile,North,Paid,0,Yes,
139,40467551-c101-42f5-a4f4-3ab0ef52716b,Visit,08:12.2,Tablet,North,Referral,0,Yes,
140,305a3667-fb39-4ee4-9305-39ac78f04e79,Visit,09:22.5,Mobile,East,Paid,0,Yes,
141,17b294d2-72a3-46ce-9cda-3c75b4992d0b,Visit,25:35.6,Desktop,South,Organic,0,Yes,
142,3a4a8f1d-3811-4641-9665-b4834135e458,Visit,33:35.1,Mobile,North,Organic,0,Yes,
143,e7b9cf5b-423b-48a9-a02d-b41160ab8845,Visit,40:56.4,Desktop,East,Organic,0,Yes,
144,60ad17d6-ef17-4726-a2e7-1c43166fe625,Visit,16:17.6,Desktop,South,Paid,0,Yes,
145,55ddf06e-ab45-4d37-81cc-cf010dc39936,Visit,17:58.2,Mobile,North,Organic,0,Yes,
146,6fda0679-3a77-4dc5-9075-b7b76ba6385f,Visit,48:10.8,Tablet,North,Referral,0,Yes,
147,b0b7f203-6a8a-4ef3-bec4-ea020cd0e431,Visit,58:16.9,Mobile,South,Organic,0,Yes,
148,0c40ab5e-8e70-4115-8bea-eb8acab7a9a5,View Product,36:35.0,Tablet,West,Organic,0,Yes,
149,36e58f09-63fb-4ca9-b621-9773c9a08b9e,Visit,26:57.1,Tablet,North,Organic,0,Yes,
150,e99920bf-7786-4528-8819-6237227c4fdc,Visit,12:30.3,Desktop,East,Paid,0,Yes,
151,840bb104-6534-41f2-a8c8-7901296c919f,View Product,40:24.5,Tablet,West,Paid,0,Yes,
152,4018be7e-974b-47df-9011-a0f6582f2ab7,Visit,04:21.3,Desktop,South,Referral,0,Yes,
153,e286f643-1c8a-4b3c-bd5a-53864bde858a,Visit,29:10.2,Tablet,West,Organic,0,Yes,
154,4cf850d3-c458-47f4-9e93-4d7ef7a76a03,Visit,09:08.9,Tablet,North,Paid,0,Yes,
155,72c00cf5-de73-4c43-b8e4-1ee3267a106b,Visit,23:24.4,Mobile,South,Referral,0,Yes,
156,13ab3812-9529-4add-857a-dcd55f43d3c6,Visit,54:33.2,Tablet,North,Paid,0,Yes,
157,0a94b88b-b609-403e-b6d1-2f5d551e36d6,Visit,28:46.5,Tablet,South,Paid,0,Yes,
158,795d3653-828a-4659-9417-21ffba1d469e,Visit,07:32.9,Desktop,North,Organic,0,Yes,
159,3d76a066-3ab6-4b7b-add7-b764fd9183f2,Visit,32:49.6,Desktop,South,Organic,0,Yes,
160,550610b1-c9c7-47e8-b72f-cafa307fb3ac,View Product,52:39.8,Tablet,North,Referral,0,Yes,
161,aa3b7eaa-59bf-499f-8f5e-d58bdcacd2b2,Visit,56:08.2,Desktop,West,Referral,0,Yes,
162,f00900bb-bdad-4136-b91a-a65c5012f274,Visit,37:32.0,Mobile,South,Referral,0,Yes,
163,5c236c03-86ba-4b61-8410-fd8b9f9b848c,Visit,47:38.3,Desktop,West,Referral,0,Yes,
164,637512bc-aecf-4aa5-9828-e650f6940a67,Visit,54:55.8,Mobile,North,Organic,0,Yes,
165,65fe6758-588a-44c0-a952-c870fe83ab99,Visit,42:27.5,Tablet,South,Referral,0,Yes,
166,a0c5ba4e-6d37-45d4-8f15-0e6b6b204fc8,Visit,19:04.4,Desktop,South,Organic,0,Yes,
167,210d4fab-d93a-42d4-be8a-05162cdf2eb8,Visit,52:50.1,Tablet,West,Organic,0,Yes,
168,35300042-d156-4636-8122-dde4af4cbcf3,View Product,01:14.2,Mobile,East,Organic,0,Yes,
169,ebc69288-626b-401e-9c27-70ba55ebbf63,Visit,55:47.4,Tablet,North,Paid,0,Yes,
170,9e172176-3b4d-4915-8530-f11a4955a57d,Visit,57:36.8,Desktop,East,Referral,0,Yes,
171,1dd0cf73-abe0-430f-a12a-7788d044838b,Visit,53:32.6,Tablet,East,Referral,0,Yes,
172,a34e3e21-2719-45d9-9eb5-0c40c187aaa5,Visit,05:40.8,Mobile,West,Referral,0,Yes,
173,f5f49e0b-89e3-4018-a99b-6eac0d197a37,Visit,17:11.3,Desktop,West,Organic,0,Yes,
174,cb557c03-5ce0-4e8a-87d4-1b15461c1f31,Visit,48:10.3,Desktop,West,Paid,0,Yes,
175,fd926067-62b5-407f-a1fc-407efac51e6c,Visit,42:49.5,Tablet,North,Referral,0,Yes,
176,fbc89a79-9532-4600-a571-f14362f94fdd,Visit,26:38.6,Mobile,North,Referral,0,Yes,
177,d022d2b8-a713-478b-84bf-066ec700595f,Visit,46:14.5,Desktop,North,Paid,0,Yes,
178,244b5be9-e653-4815-9846-5676f3424378,Visit,08:57.7,Tablet,North,Paid,0,Yes,
179,bc6119cf-0a4c-4fd6-81ae-525263327302,Visit,10:28.0,Desktop,South,Paid,0,Yes,
180,d26f637a-0423-4b78-ac4c-6ef97e823c1f,Visit,57:47.7,Tablet,North,Organic,0,Yes,
181,b1b00951-015b-4001-9983-0c8c200b30da,View Product,52:56.6,Tablet,East,Paid,0,Yes,
182,18d3041c-82c8-4504-acac-b613626daa8b,Visit,45:50.8,Tablet,East,Paid,0,Yes,
183,4c88a795-9e95-44f6-ba80-3de94550f4b5,Visit,57:42.5,Tablet,North,Referral,0,Yes,
184,7e3b5590-3e58-4130-9665-7fb7e3801252,Visit,07:26.3,Tablet,North,Organic,0,Yes,
185,f2178fa8-ae11-408f-874e-31ea8bdaf408,Visit,54:13.0,Desktop,East,Organic,0,Yes,
186,bbb9a6db-1c16-4581-a701-83e0455cd76a,Visit,24:00.2,Tablet,South,Organic,0,Yes,
187,0c0c8f37-1a7e-4ff7-ae85-3e54a9f0af4e,Visit,20:23.8,Mobile,South,Organic,0,Yes,
188,3e4ce5a9-9712-4924-8018-ec6fb0d61968,Visit,35:29.0,Desktop,West,Referral,0,Yes,
189,8decf039-7b4a-4adc-912c-534417756ca5,Visit,53:11.2,Mobile,South,Referral,0,Yes,
190,776d0cd6-a15c-4d13-bb8b-3edc82139b2c,Visit,52:52.5,Desktop,East,Organic,0,Yes,
191,87bac4f0-5b6a-491f-b023-7f5d10e5fc99,Visit,33:10.4,Desktop,West,Organic,0,Yes,
192,a6fbb7b8-794c-41db-95ab-37ea9770f387,Visit,26:23.7,Desktop,West,Paid,0,Yes,
193,4461da04-e248-4937-9a01-babafbe1c55f,Visit,37:31.1,Desktop,North,Referral,0,Yes,
194,a545be1e-17f1-4429-92b2-d19dc5fbc6d7,Visit,57:20.8,Mobile,East,Paid,0,Yes,
195,0e6945b0-ff3c-4fde-bef3-8db1a170962f,Visit,12:20.1,Tablet,North,Paid,0,Yes,
196,2c9df5fa-e316-4523-bf63-18c1fcf619ad,View Product,37:41.1,Desktop,South,Paid,0,Yes,
197,155ee418-cf3d-43ae-a68b-55e577f42460,Visit,40:50.1,Desktop,East,Paid,0,Yes,
198,37870715-6459-43a2-83d3-9399de292c57,View Product,22:38.6,Tablet,East,Paid,0,Yes,
199,3a14d10c-5897-4587-960b-afcd844346b3,View Product,39:51.9,Tablet,West,Paid,0,Yes,
200,2c3a5fe9-68c0-440a-964d-ee97f8eb1c76,Visit,55:08.6,Mobile,South,Organic,0,Yes,
201,eb395917-8fec-4ce5-8b3e-9e5ff404d728,Visit,59:32.7,Mobile,West,Paid,0,Yes,
202,b1b7663b-1d71-4838-a523-d45fa8d30c6d,Visit,08:59.9,Mobile,East,Referral,0,Yes,
203,567600b9-f288-43c1-956b-9bd1181e48fc,Visit,10:15.8,Desktop,East,Referral,0,Yes,
204,ab651b12-0db7-4b5d-a856-0ffb90f802d2,Visit,01:28.9,Desktop,South,Paid,0,Yes,
205,8664b22f-c019-44d7-b748-6705f9e30083,Visit,21:06.4,Tablet,South,Paid,0,Yes,
206,723dedc9-cab9-409f-91f1-f6badf97b348,Visit,36:04.2,Desktop,South,Paid,0,Yes,
207,34589cc7-8083-4ca5-bbcb-1434afa7b155,Visit,39:52.4,Desktop,East,Referral,0,Yes,
208,0f3774e9-d481-4896-8ecd-d55181468ab8,View Product,23:37.0,Desktop,East,Organic,0,Yes,
209,30b094b0-3cd3-4a53-91c0-13718a953717,Visit,12:21.1,Tablet,South,Referral,0,Yes,
210,33e51f6f-aeca-4c42-86ff-46c88f6858b9,View Product,29:23.8,Desktop,South,Paid,0,Yes,
211,4fcd8ffe-f7a2-4925-9b92-83fc390ac4ff,View Product,49:24.7,Desktop,East,Referral,0,Yes,
212,c46274f2-e8c2-4c94-9a59-d9cd91abfba2,Visit,49:52.5,Desktop,East,Paid,0,Yes,
213,59162964-38a2-4767-a7d1-4dc5af91b6f9,Visit,36:30.4,Desktop,North,Organic,0,Yes,
214,2f3d2f36-9ab6-4e6b-8a7b-e87fc6a1ddae,Visit,10:38.1,Tablet,South,Organic,0,Yes,
215,30c6adde-99eb-42fe-8780-0d2464616f9c,View Product,13:57.8,Desktop,West,Paid,0,Yes,
216,f22fa660-bec6-4173-9fdc-90e0f7ce9702,Visit,40:28.8,Tablet,East,Paid,0,Yes,
217,2201c79a-c263-4944-88e6-272861bdd86a,View Product,51:32.8,Desktop,North,Referral,0,Yes,
218,0bdd4591-b705-466b-88b8-c85c6d6c978a,Visit,10:47.7,Mobile,East,Paid,0,Yes,
219,70d2ed45-55dc-4577-8fd7-7b2c433c311a,View Product,54:04.3,Desktop,North,Organic,0,Yes,
220,01da1b0c-530d-421b-8214-b56368f6ebfe,View Product,57:20.9,Mobile,North,Referral,0,Yes,
221,b2e135b5-46f7-43e3-a836-4b55e4c56b23,Visit,17:50.1,Desktop,West,Referral,0,Yes,
222,719b9b19-bfd4-4773-918f-e49258154136,Visit,05:51.4,Desktop,South,Referral,0,Yes,
223,d2449f77-9302-4bf6-9067-412a5ea16bbd,Visit,38:44.1,Mobile,West,Paid,0,Yes,
224,07778ce5-4f0f-442b-9a41-a5e9c31a5f0f,Visit,20:57.0,Mobile,West,Referral,0,Yes,
225,f1d43d75-9f64-4cc8-ad43-7eef4e58c771,Visit,18:10.8,Desktop,West,Organic,0,Yes,
226,d0852b2a-fb4a-4ff1-b5a1-b4a9ed34da26,View Product,50:14.5,Desktop,South,Organic,0,Yes,
227,6bed1839-d356-4518-a222-35478f28bb8e,Visit,28:22.4,Tablet,East,Paid,0,Yes,
228,ce429391-8508-4574-afe4-8bac65809572,View Product,00:03.5,Tablet,East,Paid,0,Yes,
229,0740949a-0deb-4f70-a613-15f1f192357b,Visit,04:21.5,Desktop,North,Referral,0,Yes,
230,ee5182f5-de86-42f8-9c64-feb87eee19bc,View Product,35:29.6,Desktop,South,Paid,0,Yes,
231,60eb2750-a829-413b-bef1-4f43ea90c55e,Visit,36:43.1,Mobile,North,Paid,0,Yes,
232,28547bf9-ade9-4dca-a680-92d8b513fa06,Visit,23:43.2,Tablet,West,Referral,0,Yes,
233,974956bc-cfeb-4d81-9fa8-1638fca1756b,Visit,47:42.6,Tablet,North,Paid,0,Yes,
234,804dac2a-ee4f-4fb6-a749-fe52e6e1dc0c,Visit,37:20.5,Tablet,South,Organic,0,Yes,
235,b39a0edf-a7f0-4116-bfae-f81faa6f18da,Visit,48:28.8,Tablet,South,Paid,0,Yes,
236,715ed0d2-d203-4d38-9092-391e7a9481e8,Visit,59:50.7,Tablet,West,Organic,0,Yes,
237,0ab83258-5124-4644-a403-98eba37c5d4d,View Product,34:40.4,Tablet,East,Organic,0,Yes,
238,a90b319c-e7b2-40d5-ae12-851578532a75,Visit,56:56.9,Mobile,North,Organic,0,Yes,
239,20e481dd-679d-4f4b-975c-06cfa222adfb,Visit,36:27.1,Mobile,South,Referral,0,Yes,
240,d8d3e010-6d51-487a-b994-91116522b778,Visit,46:21.0,Desktop,East,Referral,0,Yes,
241,45b084ce-8900-4787-a1f3-9f61ae6dc34c,Visit,31:43.4,Desktop,North,Paid,0,Yes,
242,437c7474-bc0d-4e4f-828d-c37fdd30285e,Visit,41:07.5,Desktop,East,Paid,0,Yes,
243,012c6c5f-3948-4a0d-b89c-76ec3584ea79,Visit,38:40.4,Tablet,East,Paid,0,Yes,
